bikes_available,docks_available,is_renting,is_returning,last_updated,station_id,name,latitude,longitude
3,26,true,true,1594115085,3723,Cadman Plaza E & Johnson St,40.695317277669,-73.9901572465897
8,16,true,true,1594115085,3391,E 106 St & 1 Ave,40.7892529,-73.93956237
10,10,true,true,1594115085,3063,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108
12,15,true,true,1594114954,b9afbe24f97e40d2168eed1c8184c07d,Lakeside Dr at 14th St,37.8013189,-122.2626418
9,6,true,true,1594114954,76b57950b5f2a4b0a4821e64bb700e24,Dover St at 57th St,37.8426295,-122.267738
6,17,true,true,1594115085,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458
9,21,true,true,1594115085,479,9 Ave & W 45 St,40.76019252,-73.9912551
3,20,true,true,1594114954,0deb7e762d80f771360306ef132bce3d,Valencia St at 16th St,37.765052,-122.4218661
9,8,true,true,1594114954,410dd83d0d8ede1eb042192ec1e56d77,Duboce Park,37.7692005,-122.4338119
10,17,true,true,1594114954,2071d932da798d6bb16925211a4c0ef9,Page St at Scott St,37.772406,-122.4356498
7,12,true,true,1594114954,63c1d64d1de2d99f101592fb22afa728,Park Ave at Laurel Grove Ln,37.3262823241058,-121.904911100864
19,12,true,true,1594114954,84be6cf420cd87e93c445a72b0368b99,19th Street BART Station,37.8093686121349,-122.267950773239
9,10,true,true,1594114954,ea01c0b5e396cbce06567751f33bb2b5,Divisadero St at Clay St,37.789688,-122.440688
2,23,true,true,1594115085,3327,3 Ave & E 100 St,40.7877214,-73.94728331
23,2,true,true,1594115085,3095,Graham Ave & Herbert St,40.71929301,-73.94500379
14,24,true,true,1594115085,3541,Amsterdam Ave & W 125 St,40.813358,-73.956461
3,26,true,true,1594115085,3506,Lexington Ave & E 120 St,40.8013066,-73.9398167
9,29,true,true,1594115085,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321
6,24,true,true,1594115085,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116
5,18,true,true,1594115085,3402,Court St & State St,40.6902375,-73.99203074
